,PassengerGroup,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,55 Cancri e,PSO J318.5-22,TRAPPIST-1e,Earth,Europa,Mars,cabinsides,cabindeck,cabinnumber
240,257,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,49
241,258,0.0,22.0,0.0,0.0,0.0,313.0,299.0,92.0,-1,0,0,1,1,0,0,1,6,50
242,260,0.0,26.0,0.0,0.0,4810.0,0.0,981.0,2054.0,-1,0,0,1,0,1,0,1,5,16
243,261,0.0,26.0,0.0,66.0,29.0,0.0,0.0,803.0,-1,0,0,1,1,0,0,0,6,56
244,263,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,7,43
245,265,1.0,39.0,0.0,0.0,0.0,0.0,311.1387779083431,0.0,1,0,0,1,0,1,0,1,4,8
246,267,0.0,13.0,0.0,118.0,0.0,0.0,754.0,1.0,-1,0,0,1,1,0,0,1,6,51
247,269,0.0,47.0,0.0,0.0,231.0,592.0,0.0,0.0,1,1,0,0,1,0,0,1,6,52
248,270,0.0,63.0,0.0,0.0,25.0,128.0,0.0,1240.0,-1,0,0,1,1,0,0,0,6,59
249,275,1.0,28.82793046746535,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,4,9
250,277,0.0,50.0,0.0,44.0,2390.0,0.0,53.0,0.0,1,1,0,0,1,0,0,0,6,61
251,278,0.0,35.0,0.0,0.0,0.0,0.0,888.0,304.8547912992357,-1,0,0,1,1,0,0,1,6,82
252,278,0.0,45.0,0.0,0.0,97.0,0.0,14.0,333.0,-1,0,0,1,1,0,0,0,7,45
253,281,0.0,19.0,0.0,0.0,0.0,2078.0,0.0,0.0,1,0,0,1,1,0,0,0,6,63
254,282,0.0,21.0,0.0,0.0,918.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,6,54
255,283,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,7,46
256,283,0.0,22.0,0.0,146.0,654.0,1.0,0.0,2.0,1,0,0,1,1,0,0,0,6,64
257,285,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,5,16
258,285,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,5,16
259,286,0.0,57.0,0.0,3.0,1281.0,29.0,162.0,13.0,-1,1,0,0,1,0,0,0,6,65
260,287,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,6,82
261,287,0.0,28.0,0.0,0.0,587.0,32.0,6.0,1460.0,-1,0,0,1,0,1,0,0,2,12
262,288,0.0,19.0,0.0,0.0,0.0,0.0,0.0,828.0,-1,1,0,0,1,0,0,1,6,55
263,289,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,3,12
264,290,0.0,26.0,0.0,0.0,4458.0,0.0,1157.0,262.0,1,1,0,0,0,1,0,1,2,7
265,290,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,2,7
266,290,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,2,7
267,290,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,2,7
268,291,0.0,40.0,0.0,0.0,6500.0,88.0,1090.0,0.0,1,0,0,1,0,1,0,1,4,10
269,294,1.0,50.0,0.0,0.0,0.0,0.0,311.1387779083431,0.0,1,0,0,1,0,1,0,1,2,8
270,297,0.0,24.0,0.0,90.0,2.0,1324.0,17.0,0.0,1,0,0,1,1,0,0,0,7,47
271,298,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,1,3
272,301,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,1,6,82
273,302,0.0,23.0,0.0,0.0,0.0,15.0,0.0,1370.0,-1,0,0,1,1,0,0,0,6,67
274,303,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,41
275,304,0.0,28.0,0.0,0.0,422.0,0.0,1851.0,5166.0,-1,0,0,1,0,1,0,1,5,18
276,305,0.0,23.0,0.0,0.0,584.0,0.0,20.0,2469.0,-1,1,0,0,0,1,0,0,3,7
277,306,0.0,23.0,0.0,368.0,175.0,259.0,1.0,101.0,-1,0,0,1,1,0,0,1,5,19
278,307,0.0,18.0,0.0,0.0,0.0,1359.0,0.0,0.0,1,0,0,1,1,0,0,1,6,59
279,309,0.0,18.0,0.0,1194.0,0.0,157.0,6.0,0.0,-1,0,0,1,1,0,0,1,6,60
280,310,0.0,67.0,0.0,224.687617481203,230.0,0.0,4476.0,241.0,-1,0,0,1,0,1,0,1,6,82
281,313,0.0,60.0,0.0,7.0,540.0,1.0,0.0,4.0,1,0,1,0,1,0,0,0,6,68
282,313,1.0,28.82793046746535,0.0,0.0,0.0,173.72916912197996,0.0,0.0,1,1,0,0,1,0,0,0,7,50
283,313,0.0,49.0,0.0,331.0,0.0,0.0,318.0,0.0,1,1,0,0,1,0,0,0,6,68
284,313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,7,50
285,314,0.0,26.0,0.0,386.0,0.0,74.0,0.0,1330.0,-1,1,0,0,1,0,0,0,7,51
286,315,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,7,42
287,316,0.0,24.0,0.0,0.0,2628.0,173.72916912197996,170.0,0.0,1,0,0,1,0,1,0,1,2,9
288,316,1.0,20.0,0.0,0.0,0.0,0.0,0.0,304.8547912992357,1,0,0,1,0,1,0,1,2,9
289,320,0.0,18.0,0.0,0.0,2.0,0.0,311.1387779083431,0.0,-1,0,0,1,1,0,0,1,7,44
290,320,0.0,21.0,0.0,0.0,5.0,3.0,0.0,304.8547912992357,-1,0,0,1,1,0,0,1,7,44
291,321,0.0,59.0,1.0,1018.0,0.0,209.0,0.0,0.0,-1,0,0,1,1,0,0,1,6,61
292,322,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0,1,0,0,1,7,45
293,324,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,1,0,0,0,7,53
294,326,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,1,7,47
295,327,0.0,19.0,0.0,17.0,0.0,784.0,0.0,2.0,1,0,0,1,1,0,0,1,6,82
296,330,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,3,14
297,330,0.0,32.0,0.0,247.0,4651.0,0.0,46.0,202.0,1,0,0,1,0,1,0,1,3,14
298,330,0.0,33.0,0.0,443.0,317.0,0.0,148.0,1260.0,-1,0,0,1,0,1,0,1,3,14
299,331,0.0,25.0,0.0,0.0,0.0,251.0,0.0,552.0,-1,0,0,1,1,0,0,0,6,72
300,333,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,6,73
301,334,0.0,29.0,0.0,5715.0,2.0,211.0,1476.0,0.0,-1,0,0,1,0,0,1,1,6,62
302,336,0.0,44.0,0.0,695.0,1.0,16.0,0.0,0.0,-1,0,0,1,1,0,0,0,6,74
303,337,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,6,63
304,337,0.0,19.0,0.0,417.0,349.0,634.0,3.0,1057.0,1,0,0,1,0,0,1,1,6,63
305,337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,6,63
306,338,1.0,18.0,0.0,0.0,0.0,173.72916912197996,0.0,0.0,1,0,0,1,1,0,0,1,7,48
307,340,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,2,10
308,341,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0,1,0,0,0,7,57
309,343,0.0,31.0,0.0,121.0,0.0,0.0,274.0,907.0,-1,0,1,0,1,0,0,0,6,76
310,345,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,0,0,1,1,5,21
311,346,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,7,59
312,347,0.0,27.0,0.0,434.0,0.0,1434.0,0.0,0.0,-1,0,0,1,0,0,1,1,6,64
313,348,0.0,22.0,0.0,142.0,2876.0,202.0,3.0,0.0,1,0,0,1,0,0,1,0,4,12
314,348,0.0,36.0,0.0,520.0,0.0,1865.0,0.0,0.0,1,0,0,1,0,0,1,1,6,82
315,350,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,7,60
316,352,0.0,23.0,0.0,2001.0,0.0,2975.0,0.0,0.0,-1,0,0,1,0,0,1,0,6,78
317,355,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,6,82
318,356,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,2,15
319,357,0.0,41.0,0.0,224.687617481203,1198.0,0.0,124.0,572.0,-1,0,0,1,1,0,0,1,6,65
320,358,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,50
321,358,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,7,50
322,359,0.0,26.0,0.0,148.0,0.0,453.0,0.0,88.0,-1,0,1,0,1,0,0,1,6,66
323,360,0.0,15.0,0.0,358.0,212.0,33.0,0.0,112.0,-1,0,0,1,1,0,0,1,6,67
324,361,0.0,33.0,0.0,0.0,36.0,0.0,280.0,417.0,1,1,0,0,1,0,0,1,6,68
325,365,0.0,28.82793046746535,0.0,0.0,0.0,0.0,685.0,21.0,-1,1,0,0,1,0,0,1,7,51
326,368,0.0,26.0,0.0,2832.0,107.0,4447.0,15.0,4.0,-1,0,0,1,0,0,1,0,6,82
327,368,1.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,6,82
328,369,0.0,24.0,0.0,0.0,0.0,592.0,177.0,58.0,1,0,0,1,1,0,0,1,7,53
329,370,0.0,30.0,0.0,0.0,95.0,0.0,441.0,1023.0,-1,0,0,1,1,0,0,0,6,83
330,371,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,6,84
331,372,0.0,24.0,0.0,0.0,5.0,0.0,2766.0,0.0,-1,0,0,1,1,0,0,0,6,85
332,373,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,7,62
333,375,0.0,20.0,0.0,0.0,0.0,558.0,0.0,230.0,-1,0,0,1,1,0,0,0,5,22
334,376,0.0,22.0,0.0,116.0,0.0,786.0,6.0,0.0,1,0,0,1,1,0,0,1,7,54
335,377,0.0,63.0,0.0,0.0,1068.0,0.0,176.0,8188.0,-1,1,0,0,0,1,0,1,3,15
336,378,0.0,18.0,0.0,17.0,215.0,4.0,5132.0,697.0,-1,1,0,0,0,1,0,1,2,11
337,378,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,2,11
338,378,0.0,79.0,0.0,5649.0,235.0,7.0,2579.0,2175.0,-1,0,0,1,0,1,0,1,2,11
339,378,1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,2,11
340,378,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,2,11
341,378,0.0,33.0,0.0,0.0,2491.0,6.0,1173.0,1059.0,-1,0,0,1,0,1,0,1,2,11
342,378,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,2,11
343,379,0.0,31.0,0.0,198.0,0.0,591.0,0.0,164.0,1,0,0,1,1,0,0,0,7,63
344,380,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,6,82
345,381,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,2,16
346,381,1.0,38.0,0.0,0.0,0.0,173.72916912197996,0.0,0.0,1,1,0,0,0,1,0,0,2,16
347,382,0.0,23.0,0.0,348.0,0.0,0.0,4.0,368.0,-1,0,0,1,1,0,0,0,7,64
348,383,0.0,28.0,0.0,82.0,773.0,0.0,3693.0,140.0,-1,0,0,1,1,0,0,1,7,55
349,383,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0,1,0,0,1,7,55
350,384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,1,7,56
351,384,0.0,14.0,0.0,3.0,0.0,881.0,25.0,0.0,1,0,0,1,1,0,0,1,7,56
352,385,0.0,23.0,0.0,13.0,747.0,0.0,0.0,128.0,-1,0,0,1,1,0,0,0,7,65
353,387,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,7,66
354,388,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,1,7,57
355,389,0.0,18.0,0.0,391.0,44.0,356.0,0.0,0.0,-1,0,0,1,1,0,0,0,5,23
356,391,0.0,27.0,1.0,69.0,5728.0,0.0,0.0,987.0,1,0,1,0,0,1,0,0,3,9
357,392,0.0,48.0,0.0,0.0,111.0,0.0,1508.0,0.0,-1,0,0,1,1,0,0,0,5,24
358,395,0.0,31.0,1.0,0.0,11003.0,552.0,8157.0,5688.0,-1,1,0,0,0,1,0,0,2,17
359,395,0.0,61.0,0.0,1.0,608.0,0.0,3835.0,1.0,-1,1,0,0,0,1,0,0,2,17
360,396,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,59
361,397,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,69
362,398,0.0,22.0,0.0,28.0,420.0,36.0,6011.0,3.0,-1,0,0,1,0,0,1,1,4,13
363,401,0.0,30.0,1.0,1056.0,0.0,0.0,0.0,0.0,-1,0,0,1,0,0,1,1,4,14
364,401,0.0,30.0,0.0,1770.0,0.0,0.0,13.0,0.0,-1,0,0,1,0,0,1,1,4,14
365,402,1.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,1,4,15
366,403,0.0,43.0,1.0,353.0,896.0,0.0,0.0,2.0,1,0,0,1,0,0,1,0,4,13
367,405,0.0,17.0,0.0,177.0,458.0772032902468,0.0,310.0,7.0,-1,1,0,0,1,0,0,0,6,89
368,407,0.0,23.0,0.0,224.687617481203,21.0,0.0,0.0,1699.0,-1,0,0,1,1,0,0,0,7,69
369,407,0.0,20.0,0.0,0.0,465.0,0.0,5.0,223.0,-1,0,0,1,1,0,0,0,6,90
370,407,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,7,69
371,408,0.0,35.0,0.0,1134.0,113.0,52.0,0.0,0.0,-1,0,0,1,0,0,1,0,5,25
372,409,0.0,31.0,0.0,0.0,0.0,1116.0,2.0,0.0,-1,0,0,1,0,0,1,1,6,71
373,410,0.0,21.0,0.0,0.0,150.0,0.0,567.0,0.0,-1,1,0,0,1,0,0,1,6,72
374,411,0.0,16.0,0.0,691.0,0.0,101.0,140.0,0.0,-1,0,0,1,1,0,0,0,6,91
375,412,0.0,60.0,0.0,0.0,7255.0,5952.0,1537.0,0.0,1,0,0,1,0,1,0,0,3,11
376,413,0.0,18.0,0.0,0.0,157.0,0.0,352.0,60.0,-1,0,0,1,1,0,0,0,6,92
377,415,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,1,7,60
378,417,1.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,2,18
379,417,0.0,22.0,0.0,0.0,1170.0,0.0,5467.0,1241.0,-1,1,0,0,0,1,0,0,2,18
380,417,1.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,2,18
381,423,0.0,28.82793046746535,0.0,8.0,3584.0,0.0,13.0,57.0,1,0,0,1,0,1,0,0,2,19
382,425,0.0,37.0,0.0,1094.0,2.0,26.0,34.0,1.0,-1,0,0,1,0,0,1,0,6,96
383,425,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,6,96
384,425,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,6,96
385,427,0.0,31.0,0.0,417.0,458.0772032902468,7185.0,562.0,792.0,1,0,0,1,0,1,0,0,5,26
386,428,0.0,29.0,0.0,0.0,4118.0,0.0,715.0,3139.0,1,0,0,1,0,1,0,1,3,16
387,429,0.0,20.0,0.0,2.0,10116.0,0.0,2.0,225.0,1,1,0,0,0,1,0,1,1,5
388,429,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,1,5
389,430,0.0,29.0,0.0,0.0,1026.0,0.0,16.0,0.0,1,0,0,1,1,0,0,1,6,75
390,431,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,6,97
391,432,0.0,17.0,0.0,1483.0,10.0,0.0,0.0,0.0,-1,0,0,1,0,0,1,1,6,76
392,433,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,2,20
393,433,0.0,47.0,0.0,4.0,891.0,0.0,2962.0,3656.0,-1,0,0,1,0,1,0,0,2,20
394,434,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,77
395,435,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,62
396,436,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,1,7,63
397,436,0.0,56.0,0.0,46.0,11.0,0.0,622.0,0.0,-1,0,1,0,1,0,0,1,7,63
398,437,0.0,39.0,0.0,382.0,0.0,22.0,467.0,0.0,-1,0,0,1,1,0,0,1,6,78
399,437,0.0,40.0,0.0,7.0,0.0,840.0,26.0,0.0,-1,0,1,0,1,0,0,1,6,78
400,438,1.0,40.0,0.0,224.687617481203,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,2,13
401,439,0.0,34.0,0.0,224.687617481203,5637.0,45.0,1936.0,56.0,-1,1,0,0,0,1,0,0,3,13
402,441,0.0,32.0,0.0,0.0,0.0,0.0,722.0,0.0,-1,1,0,0,1,0,0,1,6,79
403,442,0.0,35.0,0.0,7.0,1043.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,6,98
404,444,0.0,32.0,1.0,2484.0,429.0,102.0,0.0,0.0,-1,0,0,1,0,0,1,0,4,15
405,444,0.0,26.0,1.0,1869.0,0.0,136.0,0.0,0.0,-1,0,0,1,1,0,0,0,6,99
406,445,0.0,25.0,0.0,1352.0,0.0,0.0,24.0,799.0,-1,0,0,1,1,0,0,1,6,80
407,445,0.0,26.0,0.0,0.0,0.0,0.0,77.0,715.0,-1,0,0,1,1,0,0,1,5,25
408,446,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,2,21
409,447,0.0,22.0,0.0,9.0,0.0,795.0,0.0,0.0,1,0,0,1,1,0,0,1,6,81
410,448,0.0,24.0,0.0,757.0,0.0,0.0,32.0,0.0,-1,0,0,1,1,0,0,0,5,27
411,448,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,7,71
412,449,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,64
413,452,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,5,26
414,453,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,2,14
415,453,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,6,82
416,453,1.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,2,14
417,454,0.0,28.0,1.0,5.0,4288.0,0.0,745.0,5.0,1,1,0,0,0,1,0,1,2,15
418,454,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,2,15
419,454,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,2,15
420,456,0.0,55.0,0.0,210.0,185.0,188.0,59.0,73.0,-1,0,0,1,1,0,0,1,6,83
421,457,0.0,19.0,0.0,0.0,0.0,747.0,26.0,0.0,1,0,1,0,1,0,0,0,7,72
422,457,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,7,72
423,457,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,7,72
424,458,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,4,16
425,459,0.0,15.0,0.0,2156.0,0.0,0.0,59.0,2.0,-1,0,0,1,1,0,0,1,6,84
426,460,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,7,65
427,461,0.0,31.0,0.0,0.0,869.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,5,27
428,461,0.0,22.0,0.0,0.0,70.0,182.0,612.0,20.0,1,0,0,1,1,0,0,1,6,85
429,461,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,1,7,66
430,462,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,1,7,67
431,463,0.0,34.0,0.0,865.0,0.0,257.0,311.1387779083431,35.0,-1,0,0,1,0,0,1,0,6,100
432,463,0.0,14.0,0.0,928.0,852.0,81.0,0.0,0.0,-1,0,0,1,0,0,1,0,6,100
433,465,0.0,19.0,0.0,4.0,10.0,0.0,1178.0,428.0,-1,0,0,1,1,0,0,0,5,28
434,465,0.0,28.82793046746535,0.0,0.0,654.0,22.0,146.0,4.0,1,0,0,1,1,0,0,0,5,28
435,466,0.0,36.0,0.0,0.0,0.0,863.0,1.0,1.0,-1,0,0,1,1,0,0,0,6,101
436,468,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,1,6,82
437,470,1.0,25.0,0.0,0.0,0.0,0.0,0.0,304.8547912992357,1,1,0,0,0,0,1,1,6,86
438,470,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,6,86
439,471,0.0,16.0,0.0,0.0,45.0,2.0,5183.0,170.0,-1,0,0,1,0,1,0,0,2,22
440,471,0.0,30.0,0.0,0.0,7972.0,0.0,0.0,4.0,1,1,0,0,0,1,0,0,2,22
441,472,0.0,37.0,0.0,0.0,10.0,544.0,9.0,299.0,-1,0,1,0,1,0,0,1,6,87
442,474,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,1,7,69
443,475,0.0,36.0,0.0,0.0,0.0,38.0,9.0,943.0,-1,0,0,1,1,0,0,0,5,29
444,476,0.0,27.0,0.0,224.687617481203,6.0,145.0,144.0,0.0,-1,0,1,0,0,0,1,0,6,103
445,476,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,6,103
446,476,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,6,103
447,477,0.0,22.0,0.0,0.0,5.0,0.0,1619.0,0.0,-1,0,0,1,1,0,0,0,5,30
448,480,0.0,27.0,0.0,224.687617481203,34.0,23.0,0.0,275.0,-1,0,0,1,1,0,0,0,7,74
449,481,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,70
450,482,0.0,27.0,0.0,0.0,118.0,0.0,5.0,665.0,-1,0,0,1,1,0,0,1,5,28
451,482,0.0,28.0,0.0,0.0,14.0,0.0,0.0,615.0,-1,0,0,1,1,0,0,1,6,88
452,485,0.0,21.0,0.0,0.0,33.0,0.0,3348.0,55.0,-1,1,0,0,0,1,0,1,2,17
453,487,0.0,39.0,0.0,172.0,1794.0,12.0,4303.0,246.0,-1,0,0,1,0,1,0,1,3,19
454,488,1.0,28.0,0.0,0.0,0.0,173.72916912197996,0.0,0.0,-1,0,1,0,1,0,0,0,7,76
455,490,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,71
456,498,1.0,27.0,0.0,0.0,458.0772032902468,0.0,0.0,0.0,1,1,0,0,0,1,0,1,6,82
457,498,1.0,46.0,0.0,0.0,0.0,0.0,311.1387779083431,0.0,1,1,0,0,0,1,0,1,2,18
458,499,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,6,89
459,499,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,0,0,1,1,5,29
460,500,0.0,21.0,0.0,513.0,0.0,1749.0,82.0,0.0,1,1,0,0,0,0,1,0,4,19
461,501,0.0,42.0,0.0,0.0,929.0,967.0,311.1387779083431,481.0,-1,0,0,1,0,1,0,0,5,32
462,502,0.0,22.0,0.0,10.0,0.0,817.0,471.0,0.0,-1,0,0,1,0,0,1,1,6,82
463,503,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,90
464,503,0.0,43.0,0.0,1821.0,0.0,47.0,29.0,0.0,-1,0,0,1,0,0,1,1,6,90
465,503,0.0,42.0,0.0,1246.0,35.0,16.0,0.0,0.0,-1,0,0,1,0,0,1,1,5,31
466,504,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,2,19
467,504,1.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,2,19
468,504,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,2,19
469,504,0.0,64.0,0.0,0.0,1737.0,11.0,401.0,752.0,-1,0,0,1,0,1,0,1,2,19
470,504,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,2,19
471,504,1.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,1,2,19
472,506,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,91
473,507,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,74
474,510,0.0,59.0,0.0,0.0,16521.0,0.0,323.0,0.0,1,0,0,1,0,1,0,0,3,16
475,512,0.0,32.0,0.0,0.0,5755.0,0.0,59.0,122.0,1,1,0,0,0,1,0,1,4,18
476,512,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,4,18
477,513,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,7,78
478,515,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,2,20
479,516,0.0,55.0,0.0,113.0,2492.0,41.0,0.0,2376.0,-1,1,0,0,0,1,0,1,1,6
480,517,0.0,28.82793046746535,0.0,1445.0,0.0,1.0,2.0,73.0,-1,0,0,1,1,0,0,0,6,109
481,518,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,6,92
