,PassengerGroup,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Destination: 55 Cancri e,Destination: PSO J318.5-22,Destination: TRAPPIST-1e,HomePlanet: Earth,HomePlanet: Europa,HomePlanet: Mars,CabinSide: Starboard,CabinDeck,CabinNumber,Transported
309,343,0.0,31.0,0.0,121.0,0.0,0.0,274.0,907.0,0,1,0,1,0,0,0,6,76,-1
310,345,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,5,21,-1
311,346,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,7,59,1
312,347,0.0,27.0,0.0,434.0,0.0,1434.0,0.0,0.0,0,0,1,0,0,1,1,6,64,-1
313,348,0.0,22.0,0.0,142.0,2876.0,202.0,3.0,0.0,0,0,1,0,0,1,0,4,12,1
315,350,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,7,60,1
316,352,0.0,23.0,0.0,2001.0,0.0,2975.0,0.0,0.0,0,0,1,0,0,1,0,6,78,-1
318,356,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,2,15,1
320,358,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,50,1
321,358,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,7,50,1
322,359,0.0,26.0,0.0,148.0,0.0,453.0,0.0,88.0,0,1,0,1,0,0,1,6,66,-1
323,360,0.0,15.0,0.0,358.0,212.0,33.0,0.0,112.0,0,0,1,1,0,0,1,6,67,-1
324,361,0.0,33.0,0.0,0.0,36.0,0.0,280.0,417.0,1,0,0,1,0,0,1,6,68,1
326,368,0.0,26.0,0.0,2832.0,107.0,4447.0,15.0,4.0,0,0,1,0,0,1,0,6,82,-1
327,368,1.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,82,1
328,369,0.0,24.0,0.0,0.0,0.0,592.0,177.0,58.0,0,0,1,1,0,0,1,7,53,1
329,370,0.0,30.0,0.0,0.0,95.0,0.0,441.0,1023.0,0,0,1,1,0,0,0,6,83,-1
330,371,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,84,1
331,372,0.0,24.0,0.0,0.0,5.0,0.0,2766.0,0.0,0,0,1,1,0,0,0,6,85,-1
332,373,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,62,-1
333,375,0.0,20.0,0.0,0.0,0.0,558.0,0.0,230.0,0,0,1,1,0,0,0,5,22,-1
334,376,0.0,22.0,0.0,116.0,0.0,786.0,6.0,0.0,0,0,1,1,0,0,1,7,54,1
335,377,0.0,63.0,0.0,0.0,1068.0,0.0,176.0,8188.0,1,0,0,0,1,0,1,3,15,-1
336,378,0.0,18.0,0.0,17.0,215.0,4.0,5132.0,697.0,1,0,0,0,1,0,1,2,11,-1
337,378,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,2,11,1
338,378,0.0,79.0,0.0,5649.0,235.0,7.0,2579.0,2175.0,0,0,1,0,1,0,1,2,11,-1
339,378,1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,2,11,1
340,378,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,2,11,1
341,378,0.0,33.0,0.0,0.0,2491.0,6.0,1173.0,1059.0,0,0,1,0,1,0,1,2,11,-1
342,378,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,2,11,1
343,379,0.0,31.0,0.0,198.0,0.0,591.0,0.0,164.0,0,0,1,1,0,0,0,7,63,1
345,381,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,2,16,1
348,383,0.0,28.0,0.0,82.0,773.0,0.0,3693.0,140.0,0,0,1,1,0,0,1,7,55,-1
349,383,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,7,55,-1
350,384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,7,56,1
351,384,0.0,14.0,0.0,3.0,0.0,881.0,25.0,0.0,0,0,1,1,0,0,1,7,56,1
352,385,0.0,23.0,0.0,13.0,747.0,0.0,0.0,128.0,0,0,1,1,0,0,0,7,65,-1
353,387,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,66,-1
354,388,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,57,-1
355,389,0.0,18.0,0.0,391.0,44.0,356.0,0.0,0.0,0,0,1,1,0,0,0,5,23,-1
356,391,0.0,27.0,1.0,69.0,5728.0,0.0,0.0,987.0,0,1,0,0,1,0,0,3,9,1
357,392,0.0,48.0,0.0,0.0,111.0,0.0,1508.0,0.0,0,0,1,1,0,0,0,5,24,-1
358,395,0.0,31.0,1.0,0.0,11003.0,552.0,8157.0,5688.0,1,0,0,0,1,0,0,2,17,-1
359,395,0.0,61.0,0.0,1.0,608.0,0.0,3835.0,1.0,1,0,0,0,1,0,0,2,17,-1
360,396,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,59,1
361,397,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,69,1
362,398,0.0,22.0,0.0,28.0,420.0,36.0,6011.0,3.0,0,0,1,0,0,1,1,4,13,-1
363,401,0.0,30.0,1.0,1056.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,4,14,-1
364,401,0.0,30.0,0.0,1770.0,0.0,0.0,13.0,0.0,0,0,1,0,0,1,1,4,14,-1
366,403,0.0,43.0,1.0,353.0,896.0,0.0,0.0,2.0,0,0,1,0,0,1,0,4,13,1
369,407,0.0,20.0,0.0,0.0,465.0,0.0,5.0,223.0,0,0,1,1,0,0,0,6,90,-1
370,407,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,69,-1
371,408,0.0,35.0,0.0,1134.0,113.0,52.0,0.0,0.0,0,0,1,0,0,1,0,5,25,-1
372,409,0.0,31.0,0.0,0.0,0.0,1116.0,2.0,0.0,0,0,1,0,0,1,1,6,71,-1
373,410,0.0,21.0,0.0,0.0,150.0,0.0,567.0,0.0,1,0,0,1,0,0,1,6,72,-1
374,411,0.0,16.0,0.0,691.0,0.0,101.0,140.0,0.0,0,0,1,1,0,0,0,6,91,-1
375,412,0.0,60.0,0.0,0.0,7255.0,5952.0,1537.0,0.0,0,0,1,0,1,0,0,3,11,1
376,413,0.0,18.0,0.0,0.0,157.0,0.0,352.0,60.0,0,0,1,1,0,0,0,6,92,-1
377,415,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,60,-1
378,417,1.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,2,18,1
379,417,0.0,22.0,0.0,0.0,1170.0,0.0,5467.0,1241.0,1,0,0,0,1,0,0,2,18,-1
380,417,1.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,2,18,1
382,425,0.0,37.0,0.0,1094.0,2.0,26.0,34.0,1.0,0,0,1,0,0,1,0,6,96,-1
383,425,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,96,1
384,425,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,96,1
386,428,0.0,29.0,0.0,0.0,4118.0,0.0,715.0,3139.0,0,0,1,0,1,0,1,3,16,1
387,429,0.0,20.0,0.0,2.0,10116.0,0.0,2.0,225.0,1,0,0,0,1,0,1,1,5,1
388,429,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,1,5,1
389,430,0.0,29.0,0.0,0.0,1026.0,0.0,16.0,0.0,0,0,1,1,0,0,1,6,75,1
390,431,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,97,1
391,432,0.0,17.0,0.0,1483.0,10.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,76,-1
393,433,0.0,47.0,0.0,4.0,891.0,0.0,2962.0,3656.0,0,0,1,0,1,0,0,2,20,-1
394,434,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,77,1
395,435,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,62,1
396,436,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,7,63,1
397,436,0.0,56.0,0.0,46.0,11.0,0.0,622.0,0.0,0,1,0,1,0,0,1,7,63,-1
398,437,0.0,39.0,0.0,382.0,0.0,22.0,467.0,0.0,0,0,1,1,0,0,1,6,78,-1
399,437,0.0,40.0,0.0,7.0,0.0,840.0,26.0,0.0,0,1,0,1,0,0,1,6,78,-1
402,441,0.0,32.0,0.0,0.0,0.0,0.0,722.0,0.0,1,0,0,1,0,0,1,6,79,-1
403,442,0.0,35.0,0.0,7.0,1043.0,0.0,0.0,0.0,0,0,1,1,0,0,0,6,98,-1
404,444,0.0,32.0,1.0,2484.0,429.0,102.0,0.0,0.0,0,0,1,0,0,1,0,4,15,-1
406,445,0.0,25.0,0.0,1352.0,0.0,0.0,24.0,799.0,0,0,1,1,0,0,1,6,80,-1
408,446,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,2,21,1
409,447,0.0,22.0,0.0,9.0,0.0,795.0,0.0,0.0,0,0,1,1,0,0,1,6,81,1
410,448,0.0,24.0,0.0,757.0,0.0,0.0,32.0,0.0,0,0,1,1,0,0,0,5,27,-1
411,448,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,7,71,1
412,449,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,64,1
413,452,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,5,26,1
414,453,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,2,14,1
416,453,1.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,2,14,1
418,454,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,2,15,1
419,454,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,2,15,1
420,456,0.0,55.0,0.0,210.0,185.0,188.0,59.0,73.0,0,0,1,1,0,0,1,6,83,-1
421,457,0.0,19.0,0.0,0.0,0.0,747.0,26.0,0.0,0,1,0,1,0,0,0,7,72,1
422,457,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,72,-1
423,457,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,72,-1
424,458,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,4,16,1
425,459,0.0,15.0,0.0,2156.0,0.0,0.0,59.0,2.0,0,0,1,1,0,0,1,6,84,-1
426,460,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,7,65,1
427,461,0.0,31.0,0.0,0.0,869.0,0.0,0.0,0.0,0,1,0,1,0,0,1,5,27,1
428,461,0.0,22.0,0.0,0.0,70.0,182.0,612.0,20.0,0,0,1,1,0,0,1,6,85,1
429,461,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,7,66,1
432,463,0.0,14.0,0.0,928.0,852.0,81.0,0.0,0.0,0,0,1,0,0,1,0,6,100,-1
433,465,0.0,19.0,0.0,4.0,10.0,0.0,1178.0,428.0,0,0,1,1,0,0,0,5,28,-1
435,466,0.0,36.0,0.0,0.0,0.0,863.0,1.0,1.0,0,0,1,1,0,0,0,6,101,-1
439,471,0.0,16.0,0.0,0.0,45.0,2.0,5183.0,170.0,0,0,1,0,1,0,0,2,22,-1
440,471,0.0,30.0,0.0,0.0,7972.0,0.0,0.0,4.0,1,0,0,0,1,0,0,2,22,1
441,472,0.0,37.0,0.0,0.0,10.0,544.0,9.0,299.0,0,1,0,1,0,0,1,6,87,-1
442,474,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,7,69,1
443,475,0.0,36.0,0.0,0.0,0.0,38.0,9.0,943.0,0,0,1,1,0,0,0,5,29,-1
445,476,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,103,1
446,476,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,103,1
447,477,0.0,22.0,0.0,0.0,5.0,0.0,1619.0,0.0,0,0,1,1,0,0,0,5,30,-1
449,481,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,70,1
450,482,0.0,27.0,0.0,0.0,118.0,0.0,5.0,665.0,0,0,1,1,0,0,1,5,28,-1
451,482,0.0,28.0,0.0,0.0,14.0,0.0,0.0,615.0,0,0,1,1,0,0,1,6,88,-1
452,485,0.0,21.0,0.0,0.0,33.0,0.0,3348.0,55.0,1,0,0,0,1,0,1,2,17,-1
455,490,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,71,1
458,499,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,6,89,1
459,499,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,5,29,-1
460,500,0.0,21.0,0.0,513.0,0.0,1749.0,82.0,0.0,1,0,0,0,0,1,0,4,19,1
463,503,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,90,1
464,503,0.0,43.0,0.0,1821.0,0.0,47.0,29.0,0.0,0,0,1,0,0,1,1,6,90,-1
465,503,0.0,42.0,0.0,1246.0,35.0,16.0,0.0,0.0,0,0,1,0,0,1,1,5,31,-1
466,504,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,2,19,1
467,504,1.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,2,19,1
469,504,0.0,64.0,0.0,0.0,1737.0,11.0,401.0,752.0,0,0,1,0,1,0,1,2,19,-1
470,504,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,2,19,1
472,506,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,91,1
473,507,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,74,1
474,510,0.0,59.0,0.0,0.0,16521.0,0.0,323.0,0.0,0,0,1,0,1,0,0,3,16,1
475,512,0.0,32.0,0.0,0.0,5755.0,0.0,59.0,122.0,1,0,0,0,1,0,1,4,18,1
476,512,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,4,18,1
477,513,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,7,78,1
478,515,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,2,20,1
479,516,0.0,55.0,0.0,113.0,2492.0,41.0,0.0,2376.0,1,0,0,0,1,0,1,1,6,-1
485,522,0.0,42.0,0.0,0.0,0.0,750.0,0.0,156.0,0,0,1,1,0,0,0,5,33,-1
486,523,0.0,35.0,0.0,553.0,213.0,1733.0,0.0,6.0,0,0,1,1,0,0,1,5,33,1
489,527,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,93,1
490,528,0.0,46.0,0.0,0.0,1119.0,0.0,3427.0,6595.0,0,0,1,0,1,0,0,3,17,-1
491,529,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,7,81,-1
492,531,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,7,82,-1
494,533,0.0,33.0,0.0,20.0,0.0,384.0,557.0,0.0,0,0,1,0,0,1,0,4,21,-1
495,534,0.0,34.0,0.0,98.0,715.0,29.0,5732.0,1902.0,0,0,1,0,1,0,0,2,23,-1
496,534,0.0,49.0,0.0,3573.0,1308.0,316.0,641.0,25.0,0,0,1,0,1,0,0,2,23,-1
497,537,0.0,22.0,0.0,0.0,5.0,0.0,320.0,352.0,0,0,1,1,0,0,0,7,83,-1
498,538,0.0,28.0,0.0,0.0,1073.0,0.0,0.0,5.0,0,0,1,1,0,0,0,6,110,1
500,539,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,3,18,1
502,539,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,3,18,1
503,539,0.0,38.0,0.0,0.0,1793.0,479.0,9.0,4987.0,0,0,1,0,1,0,0,3,18,-1
504,540,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,95,1
506,542,0.0,26.0,0.0,9.0,0.0,0.0,0.0,878.0,0,0,1,1,0,0,0,7,84,-1
507,545,0.0,23.0,0.0,59.0,0.0,0.0,681.0,0.0,0,0,1,1,0,0,0,6,111,-1
508,546,0.0,24.0,0.0,930.0,691.0,838.0,0.0,0.0,1,0,0,1,0,0,1,6,96,-1
509,547,0.0,23.0,0.0,0.0,15.0,831.0,16.0,3.0,0,0,1,1,0,0,1,6,97,-1
510,548,0.0,24.0,0.0,0.0,86.0,704.0,0.0,1.0,0,0,1,1,0,0,1,5,36,1
511,549,0.0,32.0,0.0,666.0,0.0,0.0,252.0,1.0,0,1,0,0,0,1,1,4,19,1
512,549,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,98,1
513,550,0.0,23.0,0.0,13.0,12.0,0.0,762.0,0.0,0,0,1,1,0,0,1,6,99,1
514,551,0.0,42.0,0.0,126.0,0.0,266.0,445.0,12.0,0,0,1,1,0,0,1,7,80,-1
515,552,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,3,21,1
516,553,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,3,19,1
517,553,0.0,37.0,0.0,0.0,6506.0,0.0,764.0,0.0,0,0,1,0,1,0,0,3,19,1
518,555,1.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,3,20,1
519,555,0.0,33.0,0.0,0.0,165.0,1.0,2525.0,0.0,0,0,1,0,1,0,0,3,20,-1
520,556,0.0,19.0,0.0,0.0,1428.0,0.0,1.0,19.0,0,0,1,1,0,0,1,6,100,1
521,559,0.0,21.0,0.0,0.0,12.0,580.0,0.0,79.0,0,1,0,1,0,0,1,6,102,-1
522,560,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,81,-1
523,560,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,7,81,1
525,561,0.0,22.0,0.0,0.0,0.0,332.0,442.0,0.0,0,0,1,1,0,0,1,7,82,-1
526,563,0.0,33.0,0.0,840.0,642.0,402.0,21.0,0.0,1,0,0,0,0,1,0,6,114,-1
527,564,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,2,24,1
528,564,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,2,24,1
530,565,0.0,31.0,0.0,697.0,0.0,612.0,0.0,0.0,0,0,1,0,0,1,0,6,115,-1
531,566,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,5,37,1
532,567,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,83,1
535,569,0.0,23.0,0.0,0.0,334.0,310.0,0.0,0.0,0,0,1,1,0,0,0,6,116,1
536,570,0.0,36.0,1.0,530.0,5085.0,1.0,146.0,872.0,0,0,1,0,1,0,1,3,22,1
537,571,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,3,21,1
538,571,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,3,21,-1
539,571,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,3,21,1
541,571,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,3,21,1
542,571,0.0,55.0,0.0,0.0,1542.0,0.0,1814.0,1568.0,0,0,1,0,1,0,0,3,21,-1
543,571,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,3,21,1
544,572,0.0,19.0,0.0,1911.0,0.0,21.0,854.0,0.0,0,0,1,1,0,0,1,6,105,-1
546,575,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,5,34,1
548,577,0.0,65.0,0.0,0.0,0.0,521.0,105.0,0.0,0,0,1,1,0,0,0,7,86,-1
549,579,0.0,55.0,0.0,53.0,790.0,37.0,0.0,0.0,0,0,1,1,0,0,1,6,108,1
551,580,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,87,1
552,581,0.0,22.0,0.0,0.0,0.0,601.0,183.0,4.0,0,0,1,1,0,0,1,5,38,-1
553,582,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,118,1
554,583,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,109,1
555,583,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,109,1
556,583,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,109,1
557,585,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,120,1
558,585,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,120,1
559,585,0.0,23.0,0.0,2648.0,0.0,1092.0,0.0,0.0,0,0,1,0,0,1,0,4,22,-1
560,586,1.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,4,23,1
561,587,0.0,18.0,0.0,5.0,25.0,616.0,0.0,1042.0,0,0,1,0,0,1,0,6,121,-1
562,588,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,7,89,-1
563,589,0.0,23.0,0.0,234.0,1.0,551.0,0.0,1.0,0,0,1,1,0,0,0,5,35,-1
564,590,0.0,48.0,0.0,801.0,2.0,0.0,1.0,973.0,0,0,1,1,0,0,0,7,90,-1
565,591,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,7,86,-1
567,594,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,7,87,-1
571,597,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,91,-1
573,599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,124,1
575,599,0.0,26.0,0.0,1252.0,0.0,46.0,124.0,6.0,0,0,1,0,0,1,0,6,124,-1
576,599,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,124,1
577,600,0.0,24.0,0.0,0.0,3385.0,826.0,9.0,793.0,0,0,1,0,1,0,1,3,23,1
578,602,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,125,1
579,602,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,5,36,-1
580,602,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,125,1
581,603,0.0,21.0,0.0,0.0,0.0,12.0,0.0,747.0,0,0,1,1,0,0,0,6,126,-1
585,608,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,94,1
588,611,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,7,90,1
589,612,1.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,2,25,1
591,615,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,92,-1
592,615,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,92,1
593,615,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,7,92,1
594,618,0.0,21.0,0.0,0.0,0.0,908.0,49.0,0.0,1,0,0,1,0,0,0,7,95,1
595,618,0.0,21.0,0.0,1.0,368.0,0.0,0.0,388.0,0,1,0,1,0,0,0,6,131,-1
597,619,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,3,24,1
598,623,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,93,1
599,628,0.0,44.0,0.0,103.0,0.0,18.0,1197.0,1.0,0,0,1,1,0,0,0,6,133,1
600,629,0.0,38.0,0.0,0.0,0.0,0.0,1018.0,0.0,0,0,1,1,0,0,0,7,96,-1
601,630,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,112,1
602,631,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,113,1
603,633,0.0,31.0,1.0,629.0,0.0,0.0,150.0,0.0,0,1,0,0,0,1,0,4,25,-1
604,634,0.0,39.0,0.0,0.0,1496.0,0.0,140.0,383.0,0,0,1,1,0,0,0,6,135,-1
605,635,0.0,35.0,0.0,0.0,1778.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,94,1
606,635,0.0,37.0,0.0,614.0,0.0,50.0,11.0,319.0,0,0,1,1,0,0,1,5,43,-1
607,636,0.0,13.0,0.0,0.0,7.0,0.0,339.0,359.0,1,0,0,1,0,0,0,6,136,-1
608,636,0.0,21.0,0.0,0.0,0.0,7.0,675.0,0.0,0,0,1,1,0,0,0,6,136,-1
609,637,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,5,44,-1
610,638,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,2,28,1
612,641,0.0,36.0,0.0,2.0,0.0,0.0,1958.0,19.0,0,0,1,1,0,0,1,6,114,-1
613,642,0.0,29.0,0.0,0.0,3344.0,0.0,118.0,972.0,1,0,0,0,1,0,1,3,25,1
614,642,0.0,36.0,0.0,0.0,4967.0,82.0,1517.0,575.0,1,0,0,0,1,0,1,3,25,1
615,642,0.0,79.0,0.0,0.0,0.0,0.0,2210.0,2.0,0,0,1,0,1,0,1,3,25,-1
616,642,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,3,25,1
617,642,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,3,25,1
618,643,0.0,19.0,0.0,1019.0,266.0,141.0,0.0,0.0,0,0,1,0,0,1,0,6,138,1
619,644,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,5,38,1
